S0,K,C_mkt,T,type,iv
672.88,682.0,0.38,0.01,C,0.1
672.88,683.0,0.29,0.01,C,0.1
672.88,684.0,0.19,0.01,C,0.1
672.88,685.0,0.14,0.01,C,0.1
672.88,686.0,0.09,0.01,C,0.1
672.88,687.0,0.08,0.01,C,0.1
672.88,688.0,0.04,0.01,C,0.11
672.88,689.0,0.04,0.01,C,0.1
672.88,690.0,0.03,0.01,C,0.11
672.88,691.0,0.03,0.01,C,0.11
672.88,692.0,0.02,0.01,C,0.12
672.88,693.0,0.01,0.01,C,0.12
672.88,694.0,0.01,0.01,C,0.12
672.88,695.0,0.02,0.01,C,0.13
672.88,696.0,0.01,0.01,C,0.13
672.88,697.0,0.01,0.01,C,0.13
672.88,698.0,0.02,0.01,C,0.14
672.88,699.0,0.02,0.01,C,0.14
672.88,700.0,0.02,0.01,C,0.15
672.88,701.0,0.02,0.01,C,0.15
672.88,702.0,0.01,0.01,C,0.16
672.88,703.0,0.01,0.01,C,0.16
672.88,704.0,0.01,0.01,C,0.17
672.88,705.0,0.02,0.01,C,0.17
672.88,706.0,0.01,0.01,C,0.18
672.88,707.0,0.01,0.01,C,0.18
672.88,708.0,0.01,0.01,C,0.19
672.88,709.0,0.02,0.01,C,0.19
672.88,710.0,0.01,0.01,C,0.2
672.88,714.0,0.02,0.01,C,0.21
672.88,715.0,0.01,0.01,C,0.22
672.88,720.0,0.01,0.01,C,0.24
672.88,725.0,0.01,0.01,C,0.26
672.88,730.0,0.01,0.01,C,0.29
672.88,735.0,0.01,0.01,C,0.31
672.88,740.0,0.01,0.01,C,0.33
672.88,745.0,0.01,0.01,C,0.35
672.88,750.0,0.01,0.01,C,0.37
672.88,785.0,0.01,0.01,C,0.51
672.88,795.0,0.01,0.01,C,0.53
672.88,800.0,0.01,0.01,C,0.5
672.88,610.0,67.72,0.01,C,0.55
672.88,625.0,40.11,0.01,C,0.42
672.88,630.0,39.18,0.01,C,0.38
672.88,635.0,37.41,0.01,C,0.34
672.88,640.0,34.91,0.01,C,0.0
672.88,650.0,19.33,0.01,C,0.16
672.88,655.0,14.58,0.01,C,0.16
672.88,656.0,13.94,0.01,C,0.16
672.88,657.0,12.53,0.01,C,0.16
672.88,658.0,12.61,0.01,C,0.17
672.88,660.0,13.65,0.01,C,0.16
672.88,661.0,12.1,0.01,C,0.15
672.88,662.0,12.22,0.01,C,0.16
672.88,663.0,11.12,0.01,C,0.15
672.88,664.0,10.69,0.01,C,0.15
672.88,665.0,9.65,0.01,C,0.15
672.88,666.0,8.79,0.01,C,0.15
672.88,667.0,8.08,0.01,C,0.15
672.88,668.0,7.29,0.01,C,0.15
672.88,669.0,6.7,0.01,C,0.14
672.88,670.0,6.01,0.01,C,0.14
672.88,671.0,5.33,0.01,C,0.14
672.88,672.0,4.7,0.01,C,0.14
672.88,673.0,4.15,0.01,C,0.14
672.88,674.0,3.58,0.01,C,0.13
672.88,675.0,3.1,0.01,C,0.13
672.88,676.0,2.7,0.01,C,0.13
672.88,677.0,2.24,0.01,C,0.13
672.88,678.0,1.87,0.01,C,0.12
672.88,679.0,1.53,0.01,C,0.12
672.88,680.0,1.26,0.01,C,0.12
672.88,681.0,1.04,0.01,C,0.12
672.88,682.0,0.8,0.01,C,0.12
672.88,683.0,0.61,0.01,C,0.12
672.88,684.0,0.47,0.01,C,0.12
672.88,685.0,0.36,0.01,C,0.11
672.88,686.0,0.27,0.01,C,0.11
672.88,687.0,0.21,0.01,C,0.11
672.88,688.0,0.16,0.01,C,0.11
672.88,689.0,0.09,0.01,C,0.11
672.88,690.0,0.08,0.01,C,0.11
672.88,691.0,0.05,0.01,C,0.11
672.88,692.0,0.04,0.01,C,0.11
672.88,693.0,0.04,0.01,C,0.11
672.88,694.0,0.03,0.01,C,0.11
672.88,695.0,0.02,0.01,C,0.12
672.88,696.0,0.03,0.01,C,0.12
672.88,697.0,0.02,0.01,C,0.13
672.88,698.0,0.02,0.01,C,0.13
672.88,699.0,0.01,0.01,C,0.14
672.88,700.0,0.02,0.01,C,0.14
672.88,701.0,0.02,0.01,C,0.14
672.88,702.0,0.02,0.01,C,0.14
672.88,703.0,0.01,0.01,C,0.15
672.88,705.0,0.02,0.01,C,0.15
672.88,706.0,0.02,0.01,C,0.16
672.88,707.0,0.02,0.01,C,0.16
672.88,710.0,0.01,0.01,C,0.18
672.88,711.0,0.02,0.01,C,0.18
672.88,715.0,0.02,0.01,C,0.2
672.88,716.0,0.02,0.01,C,0.2
672.88,717.0,0.02,0.01,C,0.2
672.88,718.0,0.02,0.01,C,0.21
672.88,720.0,0.02,0.01,C,0.22
672.88,722.0,0.01,0.01,C,0.22
672.88,725.0,0.01,0.01,C,0.24
672.88,727.0,0.01,0.01,C,0.24
672.88,728.0,0.01,0.01,C,0.25
672.88,729.0,0.02,0.01,C,0.25
672.88,730.0,0.01,0.01,C,0.25
672.88,735.0,0.01,0.01,C,0.27
672.88,740.0,0.01,0.01,C,0.29
672.88,745.0,0.01,0.01,C,0.31
672.88,750.0,0.01,0.01,C,0.33
672.88,575.0,104.0,0.01,C,0.74
672.88,580.0,94.58,0.01,C,0.69
672.88,590.0,89.22,0.01,C,0.63
672.88,640.0,35.73,0.01,C,0.22
672.88,644.0,23.45,0.01,C,0.22
672.88,645.0,39.62,0.01,C,0.2
672.88,650.0,21.23,0.01,C,0.2
672.88,655.0,16.0,0.01,C,0.19
672.88,656.0,16.5,0.01,C,0.18
672.88,658.0,14.2,0.01,C,0.18
672.88,660.0,13.59,0.01,C,0.18
672.88,661.0,12.79,0.01,C,0.18
672.88,662.0,10.07,0.01,C,0.17
672.88,663.0,9.55,0.01,C,0.17
672.88,664.0,9.8,0.01,C,0.17
672.88,665.0,10.65,0.01,C,0.17
672.88,666.0,8.94,0.01,C,0.17
672.88,667.0,9.05,0.01,C,0.17
672.88,668.0,8.55,0.01,C,0.17
672.88,669.0,7.65,0.01,C,0.16
672.88,670.0,7.0,0.01,C,0.16
672.88,671.0,6.37,0.01,C,0.16
672.88,672.0,5.74,0.01,C,0.15
672.88,673.0,5.19,0.01,C,0.15
672.88,674.0,4.7,0.01,C,0.15
672.88,675.0,4.09,0.01,C,0.15
672.88,676.0,3.65,0.01,C,0.15
672.88,677.0,3.14,0.01,C,0.14
672.88,678.0,2.8,0.01,C,0.14
672.88,679.0,2.43,0.01,C,0.14
672.88,680.0,1.98,0.01,C,0.14
672.88,681.0,1.73,0.01,C,0.14
672.88,682.0,1.46,0.01,C,0.14
672.88,683.0,1.21,0.01,C,0.13
672.88,684.0,1.0,0.01,C,0.13
672.88,685.0,0.79,0.01,C,0.13
672.88,686.0,0.66,0.01,C,0.13
672.88,687.0,0.53,0.01,C,0.13
672.88,688.0,0.43,0.01,C,0.13
672.88,689.0,0.34,0.01,C,0.13
672.88,690.0,0.27,0.01,C,0.13
672.88,691.0,0.16,0.01,C,0.12
672.88,692.0,0.16,0.01,C,0.12
672.88,693.0,0.11,0.01,C,0.12
672.88,694.0,0.08,0.01,C,0.12
672.88,695.0,0.08,0.01,C,0.12
672.88,696.0,0.06,0.01,C,0.12
672.88,697.0,0.04,0.01,C,0.12
672.88,698.0,0.04,0.01,C,0.12
672.88,699.0,0.03,0.01,C,0.12
672.88,700.0,0.03,0.01,C,0.13
672.88,701.0,0.02,0.01,C,0.13
672.88,702.0,0.01,0.01,C,0.14
672.88,704.0,0.02,0.01,C,0.14
672.88,705.0,0.01,0.01,C,0.14
672.88,707.0,0.01,0.01,C,0.15
672.88,708.0,0.04,0.01,C,0.15
672.88,710.0,0.02,0.01,C,0.16
672.88,711.0,0.01,0.01,C,0.16
672.88,714.0,0.02,0.01,C,0.18
672.88,715.0,0.03,0.01,C,0.18
672.88,716.0,0.03,0.01,C,0.18
672.88,717.0,0.02,0.01,C,0.19
672.88,720.0,0.02,0.01,C,0.2
672.88,725.0,0.02,0.01,C,0.21
672.88,730.0,0.02,0.01,C,0.23
672.88,735.0,0.01,0.01,C,0.25
672.88,740.0,0.01,0.01,C,0.27
672.88,745.0,0.02,0.01,C,0.27
672.88,575.0,103.0,0.01,C,0.68
672.88,645.0,28.21,0.01,C,0.22
672.88,648.0,26.91,0.01,C,0.21
672.88,650.0,20.37,0.01,C,0.21
672.88,652.0,23.42,0.01,C,0.21
672.88,653.0,22.17,0.01,C,0.21
672.88,655.0,16.14,0.01,C,0.2
672.88,657.0,15.5,0.01,C,0.2
672.88,659.0,15.95,0.01,C,0.19
672.88,660.0,13.59,0.01,C,0.19
672.88,661.0,14.7,0.01,C,0.19
672.88,662.0,13.33,0.01,C,0.19
672.88,663.0,12.77,0.01,C,0.18
672.88,664.0,12.0,0.01,C,0.18
672.88,665.0,10.96,0.01,C,0.18
672.88,666.0,10.63,0.01,C,0.18
672.88,667.0,10.0,0.01,C,0.18
672.88,668.0,8.31,0.01,C,0.17
672.88,669.0,8.46,0.01,C,0.17
672.88,670.0,7.77,0.01,C,0.17
672.88,671.0,7.2,0.01,C,0.17
672.88,672.0,6.75,0.01,C,0.17
672.88,673.0,5.97,0.01,C,0.16
672.88,674.0,5.36,0.01,C,0.16
672.88,675.0,4.91,0.01,C,0.16
672.88,676.0,4.39,0.01,C,0.16
672.88,677.0,4.0,0.01,C,0.16
672.88,678.0,3.55,0.01,C,0.15
672.88,679.0,3.15,0.01,C,0.15
672.88,680.0,2.67,0.01,C,0.15
672.88,681.0,2.35,0.01,C,0.15
672.88,682.0,2.06,0.01,C,0.14
672.88,683.0,1.72,0.01,C,0.14
672.88,684.0,1.49,0.01,C,0.14
672.88,685.0,1.25,0.01,C,0.14
672.88,686.0,1.1,0.01,C,0.14
672.88,687.0,0.85,0.01,C,0.14
672.88,688.0,0.74,0.01,C,0.13
672.88,689.0,0.62,0.01,C,0.13
672.88,690.0,0.47,0.01,C,0.13
672.88,691.0,0.4,0.01,C,0.13
672.88,692.0,0.3,0.01,C,0.13
672.88,693.0,0.24,0.01,C,0.13
672.88,694.0,0.14,0.01,C,0.13
672.88,695.0,0.15,0.01,C,0.13
672.88,696.0,0.1,0.01,C,0.13
672.88,697.0,0.08,0.01,C,0.13
672.88,698.0,0.07,0.01,C,0.13
672.88,699.0,0.06,0.01,C,0.13
672.88,700.0,0.05,0.01,C,0.13
672.88,701.0,0.04,0.01,C,0.13
672.88,703.0,0.03,0.01,C,0.13
672.88,705.0,0.02,0.01,C,0.14
672.88,710.0,0.03,0.01,C,0.16
672.88,711.0,0.02,0.01,C,0.16
672.88,714.0,0.02,0.01,C,0.17
672.88,715.0,0.02,0.01,C,0.17
672.88,719.0,0.02,0.01,C,0.18
672.88,720.0,0.02,0.01,C,0.18
672.88,721.0,0.02,0.01,C,0.19
672.88,722.0,0.02,0.01,C,0.19
672.88,723.0,0.02,0.01,C,0.19
672.88,724.0,0.02,0.01,C,0.2
672.88,725.0,0.02,0.01,C,0.2
672.88,735.0,0.02,0.01,C,0.23
672.88,740.0,0.01,0.01,C,0.25
672.88,745.0,0.02,0.01,C,0.26
672.88,750.0,0.02,0.01,C,0.28
672.88,755.0,0.01,0.01,C,0.29
672.88,765.0,0.02,0.01,C,0.32
672.88,775.0,0.01,0.01,C,0.35
672.88,525.0,143.28,0.02,C,0.59
672.88,530.0,136.62,0.02,C,0.61
672.88,535.0,131.64,0.02,C,0.62
672.88,540.0,140.4,0.02,C,0.52
672.88,545.0,133.99,0.02,C,0.53
672.88,550.0,123.23,0.02,C,0.52
672.88,555.0,117.38,0.02,C,0.52
672.88,560.0,116.68,0.02,C,0.5
672.88,565.0,103.55,0.02,C,0.46
672.88,570.0,103.52,0.02,C,0.49
672.88,575.0,94.23,0.02,C,0.46
672.88,580.0,84.46,0.02,C,0.43
672.88,585.0,88.04,0.02,C,0.42
672.88,590.0,74.99,0.02,C,0.44
672.88,595.0,75.2,0.02,C,0.4
672.88,600.0,73.0,0.02,C,0.39
672.88,601.0,66.29,0.02,C,0.53
672.88,602.0,69.38,0.02,C,0.52
672.88,603.0,75.72,0.02,C,0.52
672.88,604.0,83.74,0.02,C,0.54
672.88,605.0,60.66,0.02,C,0.37
672.88,606.0,70.55,0.02,C,0.5
672.88,607.0,61.26,0.02,C,0.47
672.88,608.0,76.11,0.02,C,0.48
672.88,610.0,61.52,0.02,C,0.33
672.88,611.0,71.0,0.02,C,0.35
672.88,612.0,72.44,0.02,C,0.33
672.88,613.0,72.92,0.02,C,0.32
672.88,614.0,55.39,0.02,C,0.33
672.88,615.0,58.09,0.02,C,0.34
672.88,616.0,57.37,0.02,C,0.32
672.88,617.0,49.8,0.02,C,0.31
672.88,618.0,64.16,0.02,C,0.31
672.88,619.0,48.64,0.02,C,0.31
672.88,620.0,49.85,0.02,C,0.31
672.88,621.0,59.53,0.02,C,0.31
672.88,622.0,62.6,0.02,C,0.3
672.88,623.0,54.31,0.02,C,0.3
672.88,624.0,49.02,0.02,C,0.3
672.88,625.0,46.07,0.02,C,0.29
672.88,626.0,49.79,0.02,C,0.28
672.88,627.0,40.83,0.02,C,0.29
672.88,628.0,38.01,0.02,C,0.29
672.88,629.0,40.74,0.02,C,0.27
672.88,630.0,43.28,0.02,C,0.27
672.88,631.0,34.6,0.02,C,0.28
672.88,632.0,49.66,0.02,C,0.28
672.88,633.0,45.17,0.02,C,0.26
672.88,634.0,49.97,0.02,C,0.26
672.88,635.0,34.86,0.02,C,0.26
672.88,636.0,33.53,0.02,C,0.26
672.88,637.0,32.84,0.02,C,0.25
672.88,638.0,31.95,0.02,C,0.26
672.88,639.0,42.87,0.02,C,0.25
672.88,640.0,32.66,0.02,C,0.24
672.88,641.0,30.74,0.02,C,0.25
672.88,642.0,28.63,0.02,C,0.24
672.88,643.0,30.69,0.02,C,0.24
672.88,644.0,33.24,0.02,C,0.24
672.88,645.0,26.95,0.02,C,0.23
672.88,646.0,30.24,0.02,C,0.23
672.88,647.0,25.18,0.02,C,0.23
672.88,648.0,22.58,0.02,C,0.23
672.88,649.0,21.4,0.02,C,0.22
672.88,650.0,24.4,0.02,C,0.22
672.88,651.0,18.63,0.02,C,0.22
672.88,652.0,17.99,0.02,C,0.22
672.88,653.0,18.1,0.02,C,0.22
672.88,654.0,21.06,0.02,C,0.21
672.88,655.0,19.0,0.02,C,0.21
672.88,656.0,17.44,0.02,C,0.21
672.88,657.0,16.56,0.02,C,0.21
672.88,658.0,15.51,0.02,C,0.2
672.88,659.0,16.96,0.02,C,0.2
672.88,660.0,15.82,0.02,C,0.2
672.88,661.0,13.5,0.02,C,0.2
672.88,662.0,12.67,0.02,C,0.19
672.88,663.0,13.87,0.02,C,0.19
672.88,664.0,12.0,0.02,C,0.19
672.88,665.0,11.99,0.02,C,0.19
672.88,666.0,11.37,0.02,C,0.19
672.88,667.0,10.65,0.02,C,0.18
672.88,668.0,9.9,0.02,C,0.18
672.88,669.0,9.21,0.02,C,0.18
672.88,670.0,8.53,0.02,C,0.18
672.88,671.0,7.92,0.02,C,0.18
672.88,672.0,7.3,0.02,C,0.17
672.88,673.0,6.71,0.02,C,0.17
672.88,674.0,6.15,0.02,C,0.17
672.88,675.0,5.6,0.02,C,0.17
672.88,676.0,5.16,0.02,C,0.17
672.88,677.0,4.59,0.02,C,0.16
672.88,678.0,4.15,0.02,C,0.16
672.88,679.0,3.74,0.02,C,0.16
672.88,680.0,3.3,0.02,C,0.16
672.88,681.0,2.91,0.02,C,0.15
672.88,682.0,2.55,0.02,C,0.15
672.88,683.0,2.22,0.02,C,0.15
672.88,684.0,1.95,0.02,C,0.15
672.88,685.0,1.68,0.02,C,0.15
672.88,686.0,1.44,0.02,C,0.14
672.88,687.0,1.22,0.02,C,0.14
672.88,688.0,1.04,0.02,C,0.14
672.88,689.0,0.85,0.02,C,0.14
672.88,690.0,0.74,0.02,C,0.14
672.88,691.0,0.63,0.02,C,0.14
672.88,692.0,0.49,0.02,C,0.14
672.88,693.0,0.43,0.02,C,0.14
672.88,694.0,0.33,0.02,C,0.13
672.88,695.0,0.28,0.02,C,0.13
672.88,696.0,0.23,0.02,C,0.13
672.88,697.0,0.18,0.02,C,0.13
672.88,698.0,0.12,0.02,C,0.13
672.88,699.0,0.1,0.02,C,0.13
672.88,700.0,0.1,0.02,C,0.13
672.88,701.0,0.08,0.02,C,0.13
672.88,702.0,0.06,0.02,C,0.13
672.88,703.0,0.06,0.02,C,0.13
672.88,704.0,0.04,0.02,C,0.13
672.88,705.0,0.05,0.02,C,0.14
672.88,706.0,0.04,0.02,C,0.14
672.88,707.0,0.04,0.02,C,0.14
672.88,708.0,0.03,0.02,C,0.14
672.88,709.0,0.02,0.02,C,0.15
672.88,710.0,0.03,0.02,C,0.15
672.88,712.0,0.03,0.02,C,0.15
672.88,713.0,0.04,0.02,C,0.16
672.88,714.0,0.04,0.02,C,0.16
672.88,715.0,0.02,0.02,C,0.16
672.88,716.0,0.02,0.02,C,0.17
672.88,718.0,0.02,0.02,C,0.17
672.88,720.0,0.02,0.02,C,0.18
672.88,721.0,0.02,0.02,C,0.18
672.88,725.0,0.02,0.02,C,0.19
672.88,730.0,0.01,0.02,C,0.2
672.88,735.0,0.02,0.02,C,0.22
672.88,740.0,0.01,0.02,C,0.23
672.88,745.0,0.03,0.02,C,0.25
672.88,750.0,0.01,0.02,C,0.26
672.88,755.0,0.01,0.02,C,0.28
672.88,760.0,0.02,0.02,C,0.29
672.88,765.0,0.02,0.02,C,0.3
672.88,770.0,0.02,0.02,C,0.32
672.88,775.0,0.02,0.02,C,0.33
672.88,780.0,0.01,0.02,C,0.34
672.88,785.0,0.02,0.02,C,0.36
672.88,790.0,0.02,0.02,C,0.37
672.88,795.0,0.01,0.02,C,0.38
672.88,800.0,0.01,0.02,C,0.4
672.88,523.0,137.76,0.04,C,1.03
672.88,524.0,139.14,0.04,C,0.0
672.88,525.0,154.65,0.04,C,0.59
672.88,526.0,157.62,0.04,C,0.6
672.88,527.0,149.72,0.04,C,0.55
672.88,528.0,157.52,0.04,C,0.59
672.88,529.0,157.71,0.04,C,0.58
672.88,530.0,146.08,0.04,C,0.57
672.88,531.0,147.83,0.04,C,0.6
672.88,533.0,136.12,0.04,C,0.56
672.88,534.0,150.34,0.04,C,0.56
672.88,535.0,144.48,0.04,C,0.57
672.88,536.0,114.06,0.04,C,0.0
672.88,537.0,129.6,0.04,C,0.57
672.88,538.0,124.69,0.04,C,0.0
672.88,539.0,135.63,0.04,C,0.56
672.88,540.0,144.24,0.04,C,0.58
672.88,541.0,126.14,0.04,C,0.0
672.88,542.0,134.85,0.04,C,0.51
672.88,543.0,142.9,0.04,C,0.55
672.88,544.0,130.19,0.04,C,0.51
672.88,545.0,128.98,0.04,C,0.56
672.88,546.0,137.0,0.04,C,0.57
672.88,547.0,125.36,0.04,C,0.52
672.88,549.0,68.62,0.04,C,0.0
672.88,550.0,133.85,0.04,C,0.51
672.88,552.0,112.38,0.04,C,0.51
672.88,553.0,116.4,0.04,C,0.5
672.88,554.0,115.38,0.04,C,0.5
672.88,555.0,113.68,0.04,C,0.61
672.88,556.0,118.9,0.04,C,0.5
672.88,557.0,110.08,0.04,C,0.0
672.88,558.0,109.63,0.04,C,0.0
672.88,559.0,110.66,0.04,C,0.51
672.88,560.0,113.08,0.04,C,0.57
672.88,561.0,118.37,0.04,C,0.59
672.88,562.0,122.28,0.04,C,0.56
672.88,563.0,117.8,0.04,C,0.58
672.88,564.0,122.2,0.04,C,0.58
672.88,565.0,111.1,0.04,C,0.58
672.88,566.0,101.38,0.04,C,0.0
672.88,567.0,122.49,0.04,C,0.57
672.88,568.0,118.92,0.04,C,0.56
672.88,569.0,101.77,0.04,C,1.06
672.88,570.0,109.36,0.04,C,0.46
672.88,571.0,94.68,0.04,C,0.0
672.88,572.0,94.21,0.04,C,0.53
672.88,573.0,106.3,0.04,C,0.54
672.88,574.0,98.43,0.04,C,0.54
672.88,575.0,108.12,0.04,C,0.44
672.88,576.0,94.2,0.04,C,0.54
672.88,577.0,113.47,0.04,C,0.52
672.88,578.0,90.18,0.04,C,0.53
672.88,579.0,88.08,0.04,C,0.52
672.88,580.0,87.09,0.04,C,0.42
672.88,581.0,88.51,0.04,C,0.52
672.88,582.0,97.45,0.04,C,0.49
672.88,583.0,96.99,0.04,C,0.49
672.88,584.0,85.46,0.04,C,0.48
672.88,585.0,81.78,0.04,C,0.41
672.88,586.0,81.52,0.04,C,0.48
672.88,587.0,99.16,0.04,C,0.4
672.88,588.0,86.11,0.04,C,0.39
672.88,589.0,88.35,0.04,C,0.39
672.88,590.0,77.4,0.04,C,0.39
672.88,591.0,86.29,0.04,C,0.38
672.88,592.0,93.84,0.04,C,0.38
672.88,593.0,92.69,0.04,C,0.38
672.88,594.0,76.18,0.04,C,0.38
672.88,595.0,88.44,0.04,C,0.36
672.88,596.0,75.39,0.04,C,0.37
672.88,597.0,80.34,0.04,C,0.36
672.88,598.0,77.43,0.04,C,0.36
672.88,599.0,76.46,0.04,C,0.35
672.88,600.0,73.83,0.04,C,0.36
672.88,601.0,83.56,0.04,C,0.35
672.88,602.0,71.76,0.04,C,0.35
672.88,603.0,72.87,0.04,C,0.34
672.88,604.0,68.76,0.04,C,0.34
672.88,605.0,63.47,0.04,C,0.33
672.88,606.0,75.23,0.04,C,0.34
672.88,608.0,77.34,0.04,C,0.33
672.88,610.0,60.05,0.04,C,0.32
672.88,611.0,65.59,0.04,C,0.32
672.88,612.0,66.75,0.04,C,0.31
672.88,613.0,58.72,0.04,C,0.31
672.88,614.0,70.89,0.04,C,0.31
672.88,615.0,59.61,0.04,C,0.3
672.88,616.0,55.8,0.04,C,0.3
672.88,617.0,56.93,0.04,C,0.3
672.88,618.0,55.94,0.04,C,0.3
672.88,619.0,60.88,0.04,C,0.29
672.88,620.0,46.8,0.04,C,0.29
672.88,621.0,60.64,0.04,C,0.29
672.88,622.0,59.27,0.04,C,0.29
672.88,623.0,50.99,0.04,C,0.28
672.88,624.0,57.29,0.04,C,0.28
672.88,625.0,46.22,0.04,C,0.28
672.88,626.0,47.78,0.04,C,0.27
672.88,627.0,43.54,0.04,C,0.27
672.88,628.0,56.09,0.04,C,0.27
672.88,629.0,51.18,0.04,C,0.27
672.88,630.0,44.91,0.04,C,0.26
672.88,631.0,55.34,0.04,C,0.26
672.88,632.0,54.54,0.04,C,0.26
672.88,633.0,38.0,0.04,C,0.26
672.88,634.0,40.6,0.04,C,0.26
672.88,635.0,35.84,0.04,C,0.25
672.88,636.0,38.32,0.04,C,0.25
672.88,637.0,34.14,0.04,C,0.24
672.88,638.0,33.39,0.04,C,0.24
672.88,639.0,36.6,0.04,C,0.24
672.88,640.0,33.01,0.04,C,0.24
672.88,641.0,41.15,0.04,C,0.23
672.88,642.0,29.57,0.04,C,0.23
672.88,643.0,31.95,0.04,C,0.23
672.88,644.0,32.38,0.04,C,0.23
672.88,645.0,30.26,0.04,C,0.23
672.88,646.0,25.76,0.04,C,0.22
672.88,647.0,33.17,0.04,C,0.22
672.88,648.0,27.65,0.04,C,0.22
672.88,649.0,28.61,0.04,C,0.22
672.88,650.0,24.47,0.04,C,0.21
672.88,651.0,31.42,0.04,C,0.21
672.88,652.0,20.07,0.04,C,0.21
672.88,653.0,21.07,0.04,C,0.21
672.88,654.0,20.48,0.04,C,0.21
672.88,655.0,17.93,0.04,C,0.2
672.88,656.0,18.65,0.04,C,0.2
672.88,657.0,18.87,0.04,C,0.2
672.88,658.0,19.25,0.04,C,0.19
672.88,659.0,17.68,0.04,C,0.19
672.88,660.0,18.03,0.04,C,0.19
672.88,661.0,14.82,0.04,C,0.19
672.88,662.0,13.93,0.04,C,0.19
672.88,663.0,13.75,0.04,C,0.19
672.88,664.0,14.26,0.04,C,0.18
672.88,665.0,14.48,0.04,C,0.18
672.88,666.0,12.5,0.04,C,0.18
672.88,667.0,12.95,0.04,C,0.18
672.88,668.0,11.96,0.04,C,0.17
672.88,669.0,11.55,0.04,C,0.17
672.88,670.0,10.72,0.04,C,0.17
672.88,671.0,10.32,0.04,C,0.17
672.88,672.0,9.69,0.04,C,0.17
672.88,673.0,8.88,0.04,C,0.16
672.88,674.0,8.25,0.04,C,0.16
672.88,675.0,7.66,0.04,C,0.16
672.88,676.0,7.24,0.04,C,0.16
672.88,677.0,6.49,0.04,C,0.16
672.88,678.0,6.16,0.04,C,0.15
672.88,679.0,5.64,0.04,C,0.15
672.88,680.0,5.13,0.04,C,0.15
672.88,681.0,4.44,0.04,C,0.15
672.88,682.0,4.2,0.04,C,0.15
672.88,683.0,4.0,0.04,C,0.15
672.88,684.0,3.45,0.04,C,0.14
672.88,685.0,3.15,0.04,C,0.14
672.88,686.0,2.67,0.04,C,0.14
672.88,687.0,2.51,0.04,C,0.14
672.88,688.0,2.23,0.04,C,0.14
672.88,689.0,1.97,0.04,C,0.14
672.88,690.0,1.75,0.04,C,0.13
672.88,691.0,1.4,0.04,C,0.13
672.88,692.0,1.36,0.04,C,0.13
672.88,693.0,1.18,0.04,C,0.13
672.88,694.0,1.06,0.04,C,0.13
672.88,695.0,0.92,0.04,C,0.13
672.88,696.0,0.65,0.04,C,0.13
672.88,697.0,0.56,0.04,C,0.13
672.88,698.0,0.58,0.04,C,0.13
672.88,699.0,0.36,0.04,C,0.12
672.88,700.0,0.42,0.04,C,0.12
672.88,701.0,0.28,0.04,C,0.12
672.88,702.0,0.28,0.04,C,0.12
672.88,703.0,0.22,0.04,C,0.12
672.88,704.0,0.22,0.04,C,0.12
672.88,705.0,0.18,0.04,C,0.12
672.88,706.0,0.16,0.04,C,0.12
672.88,707.0,0.12,0.04,C,0.12
672.88,708.0,0.12,0.04,C,0.12
672.88,709.0,0.09,0.04,C,0.12
672.88,710.0,0.1,0.04,C,0.12
672.88,711.0,0.08,0.04,C,0.12
672.88,712.0,0.13,0.04,C,0.13
