K,T,price,iv,source
620.0,0.5833333333333334,0.0,0.2639386351013184,synthetic
620.0,0.6666666666666666,5.551115123125783e-15,0.2639386351013184,synthetic
620.0,0.75,1.7763568394002505e-14,0.2664410514831543,synthetic
620.0,0.8333333333333334,2.5202062658991053e-13,0.2664410514831543,synthetic
620.0,0.9166666666666666,3.6259883984257613e-12,0.2664410514831543,synthetic
620.0,1.0,3.9614977964674836e-11,0.2671658367156982,synthetic
630.0,0.08333333333333333,0.0,0.2550123327636719,synthetic
630.0,0.16666666666666666,0.0,0.2378005908203124,synthetic
630.0,0.25,52.24,0.242896975402832,original
630.0,0.3333333333333333,0.0,0.2486952572631836,synthetic
630.0,0.4166666666666667,0.0,0.2472762040710449,synthetic
630.0,0.5,0.0,0.2539594868469239,synthetic
630.0,0.5833333333333334,0.0,0.2539594868469239,synthetic
630.0,0.6666666666666666,0.0,0.2539594868469239,synthetic
630.0,0.75,-1.27675647831893e-14,0.2584226380157471,synthetic
630.0,0.8333333333333334,3.7192471324942744e-14,0.2584226380157471,synthetic
630.0,0.9166666666666666,3.9523939676655573e-13,0.2584226380157471,synthetic
630.0,1.0,6.582512313002553e-12,0.2601468639373779,synthetic
640.0,0.08333333333333333,0.0,0.2363662789916992,synthetic
640.0,0.16666666666666666,0.0,0.2228471270751952,synthetic
640.0,0.25,44.19,0.2284317880249023,original
640.0,0.3333333333333333,0.0,0.2365341239929199,synthetic
640.0,0.4166666666666667,0.0,0.2370300296783447,synthetic
640.0,0.5,0.0,0.2439803385925293,synthetic
640.0,0.5833333333333334,0.0,0.2439803385925293,synthetic
640.0,0.6666666666666666,0.0,0.2439803385925293,synthetic
640.0,0.75,0.0,0.2501448277282714,synthetic
640.0,0.8333333333333334,-1.554312234475219e-14,0.2501448277282714,synthetic
640.0,0.9166666666666666,2.886579864025407e-14,0.2501448277282714,synthetic
640.0,1.0,1.0380585280245214e-12,0.2535322450256348,synthetic
650.0,0.08333333333333333,0.0,0.216530051574707,synthetic
650.0,0.16666666666666666,0.0,0.2050250396728515,synthetic
650.0,0.25,39.26,0.2147447911071777,original
650.0,0.3333333333333333,0.0,0.2248917843627929,synthetic
650.0,0.4166666666666667,0.0,0.226646527557373,synthetic
650.0,0.5,0.0,0.234634423751831,synthetic
650.0,0.5833333333333334,0.0,0.234634423751831,synthetic
650.0,0.6666666666666666,0.0,0.234634423751831,synthetic
650.0,0.75,0.0,0.2424773628997802,synthetic
650.0,0.8333333333333334,5.551115123125783e-15,0.2424773628997802,synthetic
650.0,0.9166666666666666,-1.3877787807814457e-14,0.2424773628997802,synthetic
650.0,1.0,1.0269562977782698e-13,0.2458876681518554,synthetic
660.0,0.08333333333333333,0.0,0.1984027914428711,synthetic
660.0,0.16666666666666666,0.0,0.186333209991455,synthetic
660.0,0.25,28.79,0.2007831387329101,original
660.0,0.3333333333333333,0.0,0.213051082458496,synthetic
660.0,0.4166666666666667,0.0,0.2168886295318603,synthetic
660.0,0.5,0.0,0.2250748880004882,synthetic
660.0,0.5833333333333334,0.0,0.2250748880004882,synthetic
660.0,0.6666666666666666,0.0,0.2250748880004882,synthetic
660.0,0.75,0.0,0.2340317076110839,synthetic
660.0,0.8333333333333334,0.0,0.2340317076110839,synthetic
660.0,0.9166666666666666,5.551115123125783e-15,0.2340317076110839,synthetic
660.0,1.0,5.551115123125783e-15,0.2389602471923828,synthetic
670.0,0.08333333333333333,0.0,0.1808248422241211,synthetic
670.0,0.16666666666666666,0.0,0.1726919889831543,synthetic
670.0,0.25,23.75,0.1880269186401367,original
670.0,0.3333333333333333,0.0,0.2020724935150146,synthetic
670.0,0.4166666666666667,0.0,0.2065814205932616,synthetic
670.0,0.5,0.0,0.2157518611145019,synthetic
670.0,0.5833333333333334,0.0,0.2157518611145019,synthetic
670.0,0.6666666666666666,0.0,0.2157518611145019,synthetic
670.0,0.75,0.0,0.2259370009613037,synthetic
670.0,0.8333333333333334,0.0,0.2259370009613037,synthetic
670.0,0.9166666666666666,0.0,0.2259370009613037,synthetic
670.0,1.0,-3.885780586188048e-15,0.2323074816894531,synthetic
680.0,0.08333333333333333,0.0,0.1653525848388672,synthetic
680.0,0.16666666666666666,0.0,0.1598594757080078,synthetic
680.0,0.25,17.96,0.1765219067382812,original
680.0,0.3333333333333333,0.0,0.1909718354797363,synthetic
680.0,0.4166666666666667,0.0,0.1974567559814453,synthetic
680.0,0.5,0.0,0.2072070246887206,synthetic
680.0,0.5833333333333334,0.0,0.2072070246887206,synthetic
680.0,0.6666666666666666,0.0,0.2072070246887206,synthetic
680.0,0.75,0.0,0.218208501586914,synthetic
680.0,0.8333333333333334,0.0,0.218208501586914,synthetic
680.0,0.9166666666666666,0.0,0.218208501586914,synthetic
680.0,1.0,0.0,0.225143551864624,synthetic
690.0,0.08333333333333333,0.0,0.1521691229248047,synthetic
690.0,0.16666666666666666,0.0,0.1482171360778809,synthetic
690.0,0.25,12.1,0.1658713784790039,original
690.0,0.3333333333333333,0.0,0.1813207479095458,synthetic
690.0,0.4166666666666667,0.0,0.1881260997772216,synthetic
690.0,0.5,0.0,0.1985248605346679,synthetic
690.0,0.5833333333333334,0.0,0.1985248605346679,synthetic
690.0,0.6666666666666666,0.0,0.1985248605346679,synthetic
690.0,0.75,0.0,0.2099764672088623,synthetic
690.0,0.8333333333333334,0.0,0.2099764672088623,synthetic
690.0,0.9166666666666666,0.0,0.2099764672088623,synthetic
690.0,1.0,0.0,0.218460269088745,synthetic
700.0,0.08333333333333333,0.0,0.1426782510375976,synthetic
700.0,0.16666666666666666,0.0,0.139657041015625,synthetic
700.0,0.25,9.16,0.1565178343200683,original
700.0,0.3333333333333333,0.0,0.1726919889831543,synthetic
700.0,0.4166666666666667,0.0,0.1799703585815429,synthetic
700.0,0.5,0.0,0.1902317916107178,synthetic
700.0,0.5833333333333334,0.0,0.1902317916107178,synthetic
700.0,0.6666666666666666,0.0,0.1902317916107178,synthetic
700.0,0.75,0.0,0.2027896494293212,synthetic
700.0,0.8333333333333334,0.0,0.2027896494293212,synthetic
700.0,0.9166666666666666,0.0,0.2027896494293212,synthetic
700.0,1.0,0.0,0.211471813583374,synthetic
710.0,0.08333333333333333,0.0,0.1378260046386719,synthetic
710.0,0.16666666666666666,0.0,0.1344385873413086,synthetic
710.0,0.25,5.93,0.1490411024475098,original
710.0,0.3333333333333333,0.0,0.1642234457397461,synthetic
710.0,0.4166666666666667,0.0,0.1725470319366455,synthetic
710.0,0.5,0.0,0.1832891120147704,synthetic
710.0,0.5833333333333334,0.0,0.1832891120147704,synthetic
710.0,0.6666666666666666,0.0,0.1832891120147704,synthetic
710.0,0.75,0.0,0.1958317111968994,synthetic
710.0,0.8333333333333334,0.0,0.1958317111968994,synthetic
710.0,0.9166666666666666,0.0,0.1958317111968994,synthetic
710.0,1.0,0.0,0.2055362039947509,synthetic
720.0,0.08333333333333333,0.0,0.1359949682617187,synthetic
720.0,0.16666666666666666,0.0,0.1326991027832031,synthetic
720.0,0.25,3.19,0.1438684246826171,original
720.0,0.3333333333333333,0.0,0.1578758529663085,synthetic
720.0,0.4166666666666667,0.0,0.1663291375732422,synthetic
720.0,0.5,0.0,0.1767050103759765,synthetic
720.0,0.5833333333333334,0.0,0.1767050103759765,synthetic
720.0,0.6666666666666666,0.0,0.1767050103759765,synthetic
720.0,0.75,0.0,0.1892552388763428,synthetic
720.0,0.8333333333333334,0.0,0.1892552388763428,synthetic
720.0,0.9166666666666666,0.0,0.1892552388763428,synthetic
720.0,1.0,0.0,0.1994708959960937,synthetic
730.0,0.08333333333333333,0.0,0.1373377282714844,synthetic
730.0,0.16666666666666666,0.0,0.1326380682373047,synthetic
730.0,0.25,1.94,0.1406946282958984,original
730.0,0.3333333333333333,0.0,0.1526573992919922,synthetic
730.0,0.4166666666666667,0.0,0.1605461143493652,synthetic
730.0,0.5,0.0,0.1704947453308106,synthetic
730.0,0.5833333333333334,0.0,0.1704947453308106,synthetic
730.0,0.6666666666666666,0.0,0.1704947453308106,synthetic
730.0,0.75,0.0,0.1833119999694824,synthetic
730.0,0.8333333333333334,0.0,0.1833119999694824,synthetic
730.0,0.9166666666666666,0.0,0.1833119999694824,synthetic
730.0,1.0,0.0,0.1937870539093017,synthetic
740.0,0.08333333333333333,0.0,0.1403894555664062,synthetic
740.0,0.16666666666666666,0.0,0.133797724609375,synthetic
740.0,0.25,1.26,0.1391687646484375,original
740.0,0.3333333333333333,0.0,0.1489648092651367,synthetic
740.0,0.4166666666666667,0.0,0.1559074888610839,synthetic
740.0,0.5,0.0,0.1653678434753418,synthetic
740.0,0.5833333333333334,0.0,0.1653678434753418,synthetic
740.0,0.6666666666666666,0.0,0.1653678434753418,synthetic
740.0,0.75,0.0,0.1778570374298095,synthetic
740.0,0.8333333333333334,0.0,0.1778570374298095,synthetic
740.0,0.9166666666666666,0.0,0.1778570374298095,synthetic
740.0,1.0,0.0,0.1885838588714599,synthetic
750.0,0.08333333333333333,0.0,0.14649291015625,synthetic
750.0,0.16666666666666666,0.0,0.1381922119140625,synthetic
750.0,0.25,0.74,0.1389246264648437,original
750.0,0.3333333333333333,0.0,0.1457604956054687,synthetic
750.0,0.4166666666666667,0.0,0.1523217092895508,synthetic
750.0,0.5,0.0,0.1610496493530273,synthetic
750.0,0.5833333333333334,0.0,0.1610496493530273,synthetic
750.0,0.6666666666666666,0.0,0.1610496493530273,synthetic
750.0,0.75,0.0,0.1730124203491211,synthetic
750.0,0.8333333333333334,0.0,0.1730124203491211,synthetic
750.0,0.9166666666666666,0.0,0.1730124203491211,synthetic
750.0,1.0,0.0,0.1838155349731445,synthetic
760.0,0.08333333333333333,0.0,0.155281884765625,synthetic
760.0,0.16666666666666666,0.0,0.143563251953125,synthetic
760.0,0.25,0.43,0.1398401446533203,original
760.0,0.3333333333333333,0.0,0.143990493774414,synthetic
760.0,0.4166666666666667,0.0,0.1492394647216797,synthetic
760.0,0.5,0.0,0.1573418006896972,synthetic
760.0,0.5833333333333334,0.0,0.1573418006896972,synthetic
760.0,0.6666666666666666,0.0,0.1573418006896972,synthetic
760.0,0.75,0.0,0.1688315539550781,synthetic
760.0,0.8333333333333334,0.0,0.1688315539550781,synthetic
760.0,0.9166666666666666,0.0,0.1688315539550781,synthetic
760.0,1.0,0.0,0.1792532026672363,synthetic
770.0,0.08333333333333333,0.0,0.164070859375,synthetic
770.0,0.16666666666666666,0.0,0.149422568359375,synthetic
770.0,0.25,0.28,0.1417322155761718,original
770.0,0.3333333333333333,0.0,0.1434106655883789,synthetic
770.0,0.4166666666666667,0.0,0.147194807434082,synthetic
770.0,0.5,0.0,0.1542595561218261,synthetic
770.0,0.5833333333333334,0.0,0.1542595561218261,synthetic
770.0,0.6666666666666666,0.0,0.1542595561218261,synthetic
770.0,0.75,0.0,0.1651999984741211,synthetic
770.0,0.8333333333333334,0.0,0.1651999984741211,synthetic
770.0,0.9166666666666666,0.0,0.1651999984741211,synthetic
770.0,1.0,0.0,0.1752249226379394,synthetic
780.0,0.08333333333333333,0.0,0.17383638671875,synthetic
780.0,0.16666666666666666,0.0,0.1567467138671875,synthetic
780.0,0.25,0.19,0.1429529064941406,original
780.0,0.3333333333333333,0.0,0.143013941040039,synthetic
780.0,0.4166666666666667,0.0,0.1457299783325195,synthetic
780.0,0.5,0.0,0.1520012779235839,synthetic
780.0,0.5833333333333334,0.0,0.1520012779235839,synthetic
780.0,0.6666666666666666,0.0,0.1520012779235839,synthetic
780.0,0.75,0.0,0.1620414607238769,synthetic
780.0,0.8333333333333334,0.0,0.1620414607238769,synthetic
780.0,0.9166666666666666,0.0,0.1620414607238769,synthetic
780.0,1.0,0.0,0.1717230655670166,synthetic
