S0,K,C_mkt,T,type,iv
672.88,725.0,0.01,0.01,C,0.26
672.88,730.0,0.01,0.01,C,0.29
672.88,735.0,0.01,0.01,C,0.31
672.88,740.0,0.01,0.01,C,0.33
672.88,745.0,0.01,0.01,C,0.35
672.88,750.0,0.01,0.01,C,0.37
672.88,785.0,0.01,0.01,C,0.51
672.88,795.0,0.01,0.01,C,0.53
672.88,800.0,0.01,0.01,C,0.5
672.88,575.0,0.02,0.01,P,0.48
672.88,580.0,0.03,0.01,P,0.47
672.88,585.0,0.05,0.01,P,0.45
672.88,590.0,0.06,0.01,P,0.44
672.88,595.0,0.06,0.01,P,0.41
672.88,600.0,0.06,0.01,P,0.38
672.88,605.0,0.09,0.01,P,0.37
672.88,610.0,67.72,0.01,C,0.55
672.88,610.0,0.07,0.01,P,0.35
672.88,615.0,0.14,0.01,P,0.33
672.88,620.0,0.11,0.01,P,0.31
672.88,625.0,40.11,0.01,C,0.42
672.88,625.0,0.11,0.01,P,0.29
672.88,630.0,39.18,0.01,C,0.38
672.88,630.0,0.16,0.01,P,0.27
672.88,631.0,0.29,0.01,P,0.27
672.88,632.0,0.17,0.01,P,0.26
672.88,633.0,0.18,0.01,P,0.26
672.88,634.0,0.19,0.01,P,0.26
672.88,635.0,37.41,0.01,C,0.34
672.88,635.0,0.19,0.01,P,0.25
672.88,636.0,0.22,0.01,P,0.25
672.88,637.0,0.42,0.01,P,0.25
672.88,638.0,0.41,0.01,P,0.24
672.88,639.0,0.27,0.01,P,0.24
672.88,640.0,34.91,0.01,C,0.0
672.88,640.0,0.24,0.01,P,0.23
672.88,641.0,0.23,0.01,P,0.23
672.88,642.0,0.35,0.01,P,0.22
672.88,643.0,0.38,0.01,P,0.22
672.88,644.0,0.38,0.01,P,0.22
672.88,645.0,0.41,0.01,P,0.22
672.88,646.0,0.35,0.01,P,0.21
672.88,647.0,0.5,0.01,P,0.21
672.88,648.0,0.42,0.01,P,0.21
672.88,649.0,0.45,0.01,P,0.2
672.88,650.0,19.33,0.01,C,0.16
672.88,650.0,0.47,0.01,P,0.2
672.88,651.0,0.67,0.01,P,0.2
672.88,652.0,0.54,0.01,P,0.2
672.88,653.0,0.62,0.01,P,0.19
672.88,654.0,0.7,0.01,P,0.19
672.88,655.0,14.58,0.01,C,0.16
672.88,655.0,0.79,0.01,P,0.19
672.88,656.0,13.94,0.01,C,0.16
672.88,656.0,1.02,0.01,P,0.19
672.88,657.0,12.53,0.01,C,0.16
672.88,657.0,0.99,0.01,P,0.18
672.88,658.0,12.61,0.01,C,0.17
672.88,658.0,0.98,0.01,P,0.18
672.88,659.0,1.18,0.01,P,0.18
672.88,660.0,13.65,0.01,C,0.16
672.88,660.0,1.3,0.01,P,0.18
672.88,661.0,12.1,0.01,C,0.15
672.88,661.0,1.34,0.01,P,0.17
672.88,662.0,12.22,0.01,C,0.16
672.88,662.0,1.54,0.01,P,0.17
672.88,663.0,11.12,0.01,C,0.15
672.88,663.0,1.7,0.01,P,0.17
672.88,664.0,10.69,0.01,C,0.15
672.88,664.0,1.9,0.01,P,0.17
672.88,665.0,9.65,0.01,C,0.15
672.88,665.0,2.15,0.01,P,0.16
672.88,666.0,8.79,0.01,C,0.15
672.88,666.0,2.35,0.01,P,0.16
672.88,667.0,8.08,0.01,C,0.15
672.88,667.0,2.52,0.01,P,0.16
672.88,668.0,7.29,0.01,C,0.15
672.88,668.0,2.89,0.01,P,0.16
672.88,669.0,6.7,0.01,C,0.14
672.88,669.0,3.15,0.01,P,0.16
672.88,670.0,6.01,0.01,C,0.14
672.88,670.0,3.5,0.01,P,0.15
672.88,671.0,5.33,0.01,C,0.14
672.88,671.0,3.95,0.01,P,0.15
672.88,672.0,4.7,0.01,C,0.14
672.88,672.0,4.29,0.01,P,0.15
672.88,673.0,4.15,0.01,C,0.14
672.88,673.0,4.73,0.01,P,0.15
672.88,674.0,3.58,0.01,C,0.13
672.88,674.0,4.93,0.01,P,0.14
672.88,675.0,3.1,0.01,C,0.13
672.88,675.0,5.65,0.01,P,0.14
672.88,676.0,2.7,0.01,C,0.13
672.88,676.0,6.1,0.01,P,0.14
672.88,677.0,2.24,0.01,C,0.13
672.88,677.0,6.73,0.01,P,0.14
672.88,678.0,1.87,0.01,C,0.12
672.88,678.0,7.24,0.01,P,0.14
672.88,679.0,1.53,0.01,C,0.12
672.88,679.0,9.0,0.01,P,0.14
672.88,680.0,1.26,0.01,C,0.12
672.88,680.0,8.81,0.01,P,0.14
672.88,681.0,1.04,0.01,C,0.12
672.88,681.0,9.66,0.01,P,0.14
672.88,682.0,0.8,0.01,C,0.12
672.88,682.0,10.7,0.01,P,0.14
672.88,683.0,0.61,0.01,C,0.12
672.88,684.0,0.47,0.01,C,0.12
672.88,684.0,14.22,0.01,P,0.14
672.88,685.0,0.36,0.01,C,0.11
672.88,685.0,13.34,0.01,P,0.15
672.88,686.0,0.27,0.01,C,0.11
672.88,686.0,18.16,0.01,P,0.15
672.88,687.0,0.21,0.01,C,0.11
672.88,688.0,0.16,0.01,C,0.11
672.88,689.0,0.09,0.01,C,0.11
672.88,689.0,16.38,0.01,P,0.17
672.88,690.0,0.08,0.01,C,0.11
672.88,690.0,15.81,0.01,P,0.17
672.88,691.0,0.05,0.01,C,0.11
672.88,691.0,16.77,0.01,P,0.18
672.88,692.0,0.04,0.01,C,0.11
672.88,692.0,8.75,0.01,P,0.19
672.88,693.0,0.04,0.01,C,0.11
672.88,694.0,0.03,0.01,C,0.11
672.88,695.0,0.02,0.01,C,0.12
672.88,695.0,14.49,0.01,P,0.27
672.88,696.0,0.03,0.01,C,0.12
672.88,697.0,0.02,0.01,C,0.13
672.88,698.0,0.02,0.01,C,0.13
672.88,699.0,0.01,0.01,C,0.14
672.88,700.0,0.02,0.01,C,0.14
672.88,700.0,21.92,0.01,P,0.3
672.88,701.0,0.02,0.01,C,0.14
672.88,702.0,0.02,0.01,C,0.14
672.88,703.0,0.01,0.01,C,0.15
672.88,705.0,0.02,0.01,C,0.15
672.88,706.0,0.02,0.01,C,0.16
672.88,707.0,0.02,0.01,C,0.16
672.88,710.0,0.01,0.01,C,0.18
672.88,711.0,0.02,0.01,C,0.18
672.88,715.0,0.02,0.01,C,0.2
672.88,715.0,40.96,0.01,P,0.42
672.88,716.0,0.02,0.01,C,0.2
672.88,717.0,0.02,0.01,C,0.2
672.88,717.0,36.77,0.01,P,0.44
672.88,718.0,0.02,0.01,C,0.21
672.88,720.0,0.02,0.01,C,0.22
672.88,722.0,0.01,0.01,C,0.22
672.88,725.0,0.01,0.01,C,0.24
672.88,727.0,0.01,0.01,C,0.24
672.88,728.0,0.01,0.01,C,0.25
672.88,729.0,0.02,0.01,C,0.25
672.88,730.0,0.01,0.01,C,0.25
672.88,735.0,0.01,0.01,C,0.27
672.88,735.0,59.85,0.01,P,0.54
672.88,740.0,0.01,0.01,C,0.29
672.88,745.0,0.01,0.01,C,0.31
672.88,750.0,0.01,0.01,C,0.33
672.88,575.0,104.0,0.01,C,0.74
672.88,575.0,0.13,0.01,P,0.48
672.88,580.0,94.58,0.01,C,0.69
672.88,580.0,0.1,0.01,P,0.46
672.88,585.0,0.17,0.01,P,0.44
672.88,590.0,89.22,0.01,C,0.63
672.88,595.0,0.14,0.01,P,0.4
672.88,600.0,0.17,0.01,P,0.39
672.88,605.0,0.12,0.01,P,0.37
672.88,610.0,0.21,0.01,P,0.35
672.88,615.0,0.16,0.01,P,0.33
672.88,620.0,0.2,0.01,P,0.31
672.88,625.0,0.36,0.01,P,0.29
672.88,630.0,0.28,0.01,P,0.27
672.88,631.0,0.53,0.01,P,0.27
672.88,632.0,0.34,0.01,P,0.26
672.88,633.0,0.52,0.01,P,0.26
672.88,634.0,0.37,0.01,P,0.26
672.88,635.0,0.36,0.01,P,0.26
672.88,636.0,0.63,0.01,P,0.25
672.88,637.0,0.76,0.01,P,0.25
672.88,638.0,0.75,0.01,P,0.25
672.88,639.0,0.39,0.01,P,0.24
672.88,640.0,35.73,0.01,C,0.22
672.88,640.0,0.42,0.01,P,0.24
672.88,641.0,0.56,0.01,P,0.24
672.88,642.0,0.87,0.01,P,0.23
672.88,643.0,0.54,0.01,P,0.23
672.88,644.0,23.45,0.01,C,0.22
672.88,644.0,0.56,0.01,P,0.23
672.88,645.0,39.62,0.01,C,0.2
672.88,645.0,0.58,0.01,P,0.23
672.88,646.0,0.66,0.01,P,0.22
672.88,647.0,0.85,0.01,P,0.22
672.88,648.0,0.75,0.01,P,0.22
672.88,649.0,0.91,0.01,P,0.22
672.88,650.0,21.23,0.01,C,0.2
672.88,650.0,0.83,0.01,P,0.21
672.88,651.0,0.92,0.01,P,0.21
672.88,652.0,0.99,0.01,P,0.21
672.88,654.0,1.17,0.01,P,0.2
672.88,655.0,16.0,0.01,C,0.19
672.88,655.0,1.3,0.01,P,0.2
672.88,656.0,16.5,0.01,C,0.18
672.88,656.0,1.41,0.01,P,0.2
672.88,657.0,1.51,0.01,P,0.2
672.88,658.0,14.2,0.01,C,0.18
672.88,658.0,1.88,0.01,P,0.19
672.88,659.0,1.75,0.01,P,0.19
672.88,660.0,13.59,0.01,C,0.18
672.88,660.0,1.99,0.01,P,0.19
672.88,661.0,12.79,0.01,C,0.18
672.88,661.0,2.05,0.01,P,0.19
672.88,662.0,10.07,0.01,C,0.17
672.88,662.0,2.24,0.01,P,0.18
672.88,663.0,9.55,0.01,C,0.17
672.88,663.0,2.41,0.01,P,0.18
672.88,664.0,9.8,0.01,C,0.17
672.88,664.0,3.08,0.01,P,0.18
672.88,665.0,10.65,0.01,C,0.17
672.88,665.0,2.81,0.01,P,0.18
672.88,666.0,8.94,0.01,C,0.17
672.88,666.0,3.25,0.01,P,0.18
672.88,667.0,9.05,0.01,C,0.17
672.88,667.0,3.43,0.01,P,0.17
672.88,668.0,8.55,0.01,C,0.17
672.88,668.0,3.62,0.01,P,0.17
672.88,669.0,7.65,0.01,C,0.16
672.88,669.0,4.12,0.01,P,0.17
672.88,670.0,7.0,0.01,C,0.16
672.88,670.0,4.47,0.01,P,0.17
672.88,671.0,6.37,0.01,C,0.16
672.88,671.0,4.84,0.01,P,0.16
672.88,672.0,5.74,0.01,C,0.15
672.88,672.0,5.24,0.01,P,0.16
672.88,673.0,5.19,0.01,C,0.15
672.88,673.0,5.59,0.01,P,0.16
672.88,674.0,4.7,0.01,C,0.15
672.88,674.0,5.94,0.01,P,0.16
672.88,675.0,4.09,0.01,C,0.15
672.88,675.0,6.53,0.01,P,0.16
672.88,676.0,3.65,0.01,C,0.15
672.88,676.0,7.44,0.01,P,0.16
672.88,677.0,3.14,0.01,C,0.14
672.88,677.0,9.42,0.01,P,0.16
672.88,678.0,2.8,0.01,C,0.14
672.88,678.0,9.19,0.01,P,0.15
672.88,679.0,2.43,0.01,C,0.14
672.88,679.0,10.59,0.01,P,0.15
672.88,680.0,1.98,0.01,C,0.14
672.88,680.0,9.75,0.01,P,0.15
672.88,681.0,1.73,0.01,C,0.14
672.88,681.0,12.76,0.01,P,0.15
672.88,682.0,1.46,0.01,C,0.14
672.88,682.0,15.51,0.01,P,0.15
672.88,683.0,1.21,0.01,C,0.13
672.88,683.0,15.72,0.01,P,0.15
672.88,684.0,1.0,0.01,C,0.13
672.88,684.0,14.8,0.01,P,0.15
672.88,685.0,0.79,0.01,C,0.13
672.88,685.0,16.29,0.01,P,0.15
672.88,686.0,0.66,0.01,C,0.13
672.88,686.0,17.51,0.01,P,0.15
672.88,687.0,0.53,0.01,C,0.13
672.88,688.0,0.43,0.01,C,0.13
672.88,688.0,20.62,0.01,P,0.15
672.88,689.0,0.34,0.01,C,0.13
672.88,689.0,15.0,0.01,P,0.16
672.88,690.0,0.27,0.01,C,0.13
672.88,690.0,21.12,0.01,P,0.16
672.88,691.0,0.16,0.01,C,0.12
672.88,692.0,0.16,0.01,C,0.12
672.88,693.0,0.11,0.01,C,0.12
672.88,694.0,0.08,0.01,C,0.12
672.88,695.0,0.08,0.01,C,0.12
672.88,696.0,0.06,0.01,C,0.12
672.88,697.0,0.04,0.01,C,0.12
672.88,697.0,14.45,0.01,P,0.25
672.88,698.0,0.04,0.01,C,0.12
672.88,699.0,0.03,0.01,C,0.12
672.88,700.0,0.03,0.01,C,0.13
672.88,701.0,0.02,0.01,C,0.13
672.88,702.0,0.01,0.01,C,0.14
672.88,704.0,0.02,0.01,C,0.14
672.88,705.0,0.01,0.01,C,0.14
672.88,705.0,35.09,0.01,P,0.32
672.88,707.0,0.01,0.01,C,0.15
672.88,708.0,0.04,0.01,C,0.15
672.88,710.0,0.02,0.01,C,0.16
672.88,711.0,0.01,0.01,C,0.16
672.88,714.0,0.02,0.01,C,0.18
672.88,715.0,0.03,0.01,C,0.18
672.88,716.0,0.03,0.01,C,0.18
672.88,717.0,0.02,0.01,C,0.19
672.88,720.0,0.02,0.01,C,0.2
672.88,725.0,0.02,0.01,C,0.21
672.88,730.0,0.02,0.01,C,0.23
672.88,735.0,0.01,0.01,C,0.25
672.88,740.0,0.01,0.01,C,0.27
672.88,745.0,0.02,0.01,C,0.27
672.88,575.0,103.0,0.01,C,0.68
672.88,575.0,0.14,0.01,P,0.46
672.88,580.0,0.24,0.01,P,0.44
672.88,585.0,0.27,0.01,P,0.43
672.88,590.0,0.12,0.01,P,0.41
672.88,595.0,0.24,0.01,P,0.39
672.88,600.0,0.26,0.01,P,0.38
672.88,605.0,0.31,0.01,P,0.36
672.88,610.0,0.2,0.01,P,0.34
672.88,615.0,0.26,0.01,P,0.32
672.88,620.0,0.28,0.01,P,0.31
672.88,625.0,0.45,0.01,P,0.29
672.88,630.0,0.53,0.01,P,0.27
672.88,631.0,0.75,0.01,P,0.27
672.88,632.0,0.82,0.01,P,0.27
672.88,633.0,0.84,0.01,P,0.26
672.88,634.0,0.78,0.01,P,0.26
672.88,635.0,0.9,0.01,P,0.26
672.88,636.0,0.55,0.01,P,0.26
672.88,637.0,1.01,0.01,P,0.25
672.88,638.0,0.85,0.01,P,0.25
672.88,639.0,0.63,0.01,P,0.25
672.88,640.0,0.66,0.01,P,0.24
672.88,641.0,0.8,0.01,P,0.24
672.88,642.0,0.85,0.01,P,0.24
672.88,643.0,0.9,0.01,P,0.24
672.88,644.0,1.0,0.01,P,0.23
672.88,645.0,28.21,0.01,C,0.22
672.88,645.0,1.08,0.01,P,0.23
672.88,646.0,1.35,0.01,P,0.23
672.88,647.0,1.07,0.01,P,0.23
672.88,648.0,26.91,0.01,C,0.21
672.88,648.0,1.09,0.01,P,0.22
672.88,649.0,1.19,0.01,P,0.22
672.88,650.0,20.37,0.01,C,0.21
672.88,650.0,1.26,0.01,P,0.22
672.88,651.0,1.61,0.01,P,0.22
672.88,652.0,23.42,0.01,C,0.21
672.88,652.0,2.02,0.01,P,0.21
672.88,653.0,22.17,0.01,C,0.21
672.88,653.0,1.81,0.01,P,0.21
672.88,654.0,2.12,0.01,P,0.21
672.88,655.0,16.14,0.01,C,0.2
672.88,655.0,2.01,0.01,P,0.21
672.88,656.0,1.92,0.01,P,0.21
672.88,657.0,15.5,0.01,C,0.2
672.88,657.0,2.07,0.01,P,0.2
672.88,658.0,2.81,0.01,P,0.2
672.88,659.0,15.95,0.01,C,0.19
672.88,659.0,2.83,0.01,P,0.2
672.88,660.0,13.59,0.01,C,0.19
672.88,660.0,2.62,0.01,P,0.2
672.88,661.0,14.7,0.01,C,0.19
672.88,661.0,3.37,0.01,P,0.19
672.88,662.0,13.33,0.01,C,0.19
672.88,662.0,2.89,0.01,P,0.19
672.88,663.0,12.77,0.01,C,0.18
672.88,663.0,3.26,0.01,P,0.19
672.88,664.0,12.0,0.01,C,0.18
672.88,664.0,3.5,0.01,P,0.19
672.88,665.0,10.96,0.01,C,0.18
672.88,665.0,3.59,0.01,P,0.19
672.88,666.0,10.63,0.01,C,0.18
672.88,666.0,4.48,0.01,P,0.18
672.88,667.0,10.0,0.01,C,0.18
672.88,667.0,4.32,0.01,P,0.18
672.88,668.0,8.31,0.01,C,0.17
672.88,668.0,4.45,0.01,P,0.18
672.88,669.0,8.46,0.01,C,0.17
672.88,669.0,4.76,0.01,P,0.18
672.88,670.0,7.77,0.01,C,0.17
672.88,670.0,5.17,0.01,P,0.18
672.88,671.0,7.2,0.01,C,0.17
672.88,671.0,5.48,0.01,P,0.17
672.88,672.0,6.75,0.01,C,0.17
672.88,672.0,5.88,0.01,P,0.17
672.88,673.0,5.97,0.01,C,0.16
672.88,673.0,6.2,0.01,P,0.17
672.88,674.0,5.36,0.01,C,0.16
672.88,674.0,6.7,0.01,P,0.17
672.88,675.0,4.91,0.01,C,0.16
672.88,675.0,8.03,0.01,P,0.17
672.88,676.0,4.39,0.01,C,0.16
672.88,676.0,7.84,0.01,P,0.16
672.88,677.0,4.0,0.01,C,0.16
672.88,677.0,9.2,0.01,P,0.16
672.88,678.0,3.55,0.01,C,0.15
672.88,679.0,3.15,0.01,C,0.15
672.88,679.0,11.77,0.01,P,0.16
672.88,680.0,2.67,0.01,C,0.15
672.88,680.0,9.97,0.01,P,0.16
672.88,681.0,2.35,0.01,C,0.15
672.88,681.0,13.68,0.01,P,0.15
672.88,682.0,2.06,0.01,C,0.14
672.88,683.0,1.72,0.01,C,0.14
672.88,683.0,13.17,0.01,P,0.15
672.88,684.0,1.49,0.01,C,0.14
672.88,684.0,16.68,0.01,P,0.15
672.88,685.0,1.25,0.01,C,0.14
672.88,686.0,1.1,0.01,C,0.14
672.88,687.0,0.85,0.01,C,0.14
672.88,687.0,15.02,0.01,P,0.15
672.88,688.0,0.74,0.01,C,0.13
672.88,689.0,0.62,0.01,C,0.13
672.88,689.0,20.16,0.01,P,0.15
672.88,690.0,0.47,0.01,C,0.13
672.88,690.0,19.59,0.01,P,0.15
672.88,691.0,0.4,0.01,C,0.13
672.88,692.0,0.3,0.01,C,0.13
672.88,693.0,0.24,0.01,C,0.13
672.88,694.0,0.14,0.01,C,0.13
672.88,695.0,0.15,0.01,C,0.13
672.88,696.0,0.1,0.01,C,0.13
672.88,697.0,0.08,0.01,C,0.13
672.88,698.0,0.07,0.01,C,0.13
672.88,699.0,0.06,0.01,C,0.13
672.88,700.0,0.05,0.01,C,0.13
672.88,701.0,0.04,0.01,C,0.13
672.88,703.0,0.03,0.01,C,0.13
672.88,705.0,0.02,0.01,C,0.14
672.88,710.0,0.03,0.01,C,0.16
672.88,711.0,0.02,0.01,C,0.16
672.88,714.0,0.02,0.01,C,0.17
672.88,715.0,0.02,0.01,C,0.17
672.88,719.0,0.02,0.01,C,0.18
672.88,720.0,0.02,0.01,C,0.18
672.88,721.0,0.02,0.01,C,0.19
672.88,722.0,0.02,0.01,C,0.19
672.88,723.0,0.02,0.01,C,0.19
672.88,724.0,0.02,0.01,C,0.2
672.88,725.0,0.02,0.01,C,0.2
672.88,725.0,46.43,0.01,P,0.42
672.88,735.0,0.02,0.01,C,0.23
672.88,740.0,0.01,0.01,C,0.25
672.88,745.0,0.02,0.01,C,0.26
672.88,750.0,0.02,0.01,C,0.28
672.88,755.0,0.01,0.01,C,0.29
672.88,765.0,0.02,0.01,C,0.32
672.88,775.0,0.01,0.01,C,0.35
672.88,525.0,143.28,0.02,C,0.59
672.88,525.0,0.09,0.02,P,0.62
672.88,530.0,136.62,0.02,C,0.61
672.88,530.0,0.1,0.02,P,0.62
672.88,535.0,131.64,0.02,C,0.62
672.88,535.0,0.11,0.02,P,0.59
672.88,540.0,140.4,0.02,C,0.52
672.88,540.0,0.13,0.02,P,0.58
672.88,545.0,133.99,0.02,C,0.53
672.88,545.0,0.1,0.02,P,0.55
672.88,550.0,123.23,0.02,C,0.52
672.88,550.0,0.11,0.02,P,0.54
672.88,555.0,117.38,0.02,C,0.52
672.88,555.0,0.15,0.02,P,0.53
672.88,560.0,116.68,0.02,C,0.5
672.88,560.0,0.1,0.02,P,0.5
672.88,565.0,103.55,0.02,C,0.46
672.88,565.0,0.13,0.02,P,0.5
672.88,570.0,103.52,0.02,C,0.49
672.88,570.0,0.15,0.02,P,0.47
672.88,575.0,94.23,0.02,C,0.46
672.88,575.0,0.22,0.02,P,0.46
672.88,580.0,84.46,0.02,C,0.43
672.88,580.0,0.17,0.02,P,0.44
672.88,585.0,88.04,0.02,C,0.42
672.88,585.0,0.18,0.02,P,0.43
672.88,590.0,74.99,0.02,C,0.44
672.88,590.0,0.24,0.02,P,0.41
